id,poj_unicode,hanji,poj_bunim_unicode,comment,hanlo_comment,tailo,page_number,new_comment
,Kūi,樻,,"chhiū ê miâ, i ê ki gâu siⁿ kat, iā oē tsòe-tit koáiⁿ-á; lêng-siū-chhiū.","樹 ê 名, 伊 ê 枝 gâu 生 結, 也 會 做得 枴á; 龍壽樹.",Kui7,368,
,Kūi,饋,,"tsun-kùi ê tsú-chia̍h lâng; bí-niû; ēng-mi̍h hiàn-sîn, sàng-lâng, sio-sàng.","尊貴 ê 煮食 人; 米糧; 用物 獻神, 送人, 相送.",Kui7,368,
,Kūi,鐀,,kūi-á ê lūi; [ap-á|a̍p-á].,櫃á ê 類; 盒á.,Kui7,368,
,Kūi,籄,,"tóe-mi̍h ê tû, tōa-kha ê siuⁿ; khiàm-kheh, liáu, bô-lah; kūi-á, chîⁿ-kūi.","貯物 ê 櫥, 大kha ê 箱; 欠缺, 了, 無啦; 櫃á, 錢櫃.",Kui7,368,
,Kūi,櫃,,"tóe-mi̍h ê tû, tōa-kha ê siuⁿ; khiàm-kheh, liáu, bô-lah; kūi-á, chîⁿ-kūi.","貯物 ê 櫥, 大kha ê 箱; 欠缺, 了, 無啦; 櫃á, 錢櫃.",Kui7,368,
,Kūi,鐀,,"kim-kūi-á, [ap-á|a̍p-á].","金櫃á, 盒á.",Kui7,368,
,Kūi,餽,,"chiong lé-mi̍h lâi chè-hiàn; sio-sàng, sàng-lâng; bí-niû.","將 禮物 來 祭獻; 相送, 送人; 米糧.",Kui7,368,
,Kūi,遺,,"ēng mi̍h sio-sàng; kià, thok-tiōng.","用 物 相送; 寄, 託仗.",Kui7,368,
,Kūi,匱,,"tóe-mi̍h ê tû; tōa-kha-siuⁿ; liáu, bô-lah, khiàm-kheh; toh-kūi, chîⁿ-kūi.","貯物 ê 櫥; 大kha箱; 了, 無啦, 欠缺; 桌櫃, 錢櫃.",Kui7,368,
,Kūi,柜,,chhâ; tōa-hio̍h ê chhiū; chhin-chhiūⁿ liú-chhiū ê phê; tóe tsúi ê khì-kū.,柴; 大葉 ê 樹; 親像 柳樹 ê 皮; 貯 水 ê 器具.,Kui7,368,
,Kūi,皈,,ēng lé-mi̍h lâi sio-sàng ê ì-sù; kūi-hō͘-i.,用 禮物 來 相送 ê 意思; 皈hō͘伊.,Kui7,369,
,Kūi,归,,ēng lé-mi̍h lâi sio-sàng ê ì-sù; kūi-hō͘-i.,用 禮物 來 相送 ê 意思; 餽hō͘伊.,Kui7,369,
,Kūi,歸,,ēng lé-mi̍h lâi sio-sàng ê ì-sù; kūi-hō͘-i.,用 禮物 來 相送 ê 意思; 歸hō͘伊.,Kui7,369,
,Kūi,䏗,,chiū-sī sin-io hut-jiân thiàⁿ-thàng ê ì-sù.,就是 身腰 忽然 疼痛 ê 意思.,Kui7,369,
,Kūi,繢,,"chit-liáu só͘ chhun ê, ngó͘-sek, ūi-hûn.","織了 所 chhun ê, 五色, 畫痕.",Kui7,369,
,Kūi,臾,,tóe-chháu ê láng chháu-nâ.,"貯草 ê 籠, 草籃.",Kui7,369,
,kūi,懷,Hoâi,"kòa-kūi, kūi-tsúi, koàn-kūi.","掛懷, 懷水, 灌懷.",kui7,369,
,kūi,刮,Koat,"kūi-mi̍h, chiū-sī ēng to lâi khau ê ì-sù.","刮物, 就是 用 刀 來 剾 ê 意思.",kui7,369,
,kuih,—,,"thui-kuih, kuih ham-khak-á-chîⁿ, kuih-he, kuih khí-lâi, kuih-po-lê.","推kuih, kuih 蚶殼á晴, kuih灰, kuih 起來, kuih玻璃.",kuih4,369,
,kuih,—,,"o͘ kuih-kuih, chiū-sī o͘-kúi-kúi ê ì-sù.","烏 kuih-kuih, 就是 烏鬼鬼 ê 意思.",kuih4,369,
,Kun,巾,,"pò͘-tiâu; pò͘-kun, chhiú-kun, bīn-kun; io-kun.","布條; 布巾, 手巾, 面巾; 腰巾.",Kun1,369,
,Kun,君,,"tsun-kùi, chhut-hō-lēng; tsun-kùi ê chheng-ho͘; kui-kûn kūn-oá, jîn-kun.","尊貴, 出號令; 尊貴 ê 稱呼; kui群 近oá, 人君.",Kun1,369,
,Kun,釿,,"koah-tn̄g, chhò-chhâ, liâu-chhâ ê khì-kū.","割斷, 剉柴, 撩柴 ê 器具.",Kun1,369,
,Kun,均,,"chiâu-chiâu, pîⁿ-pîⁿ, pī-pān, piàn-piàn; chhù-hiā-bô͘, ga̍k-khì, kun-peng.","齊齊, 平平, 備辦, 遍遍; 厝瓦模, 樂器, 軍兵.",Kun1,369,
,Kun,斤,,chhò-chhâ; pó͘-thâu; niû khin-tāng ê khì-kū; tsa̍p-la̍k niú-tāng.,剉柴; 斧頭; 量 輕重 ê 器具; 十六 兩重.,Kun1,369,
,Kun,觔,,"chhò-chhâ; pó͘-thâu; niû khin-tāng ê khì-kū; tsa̍p-la̍k niú-tāng; bah-kun, kun-le.","剉柴; 斧頭; 量 輕重 ê 器具; 十六 兩重; 肉筋, 筋絡.",Kun1,369,
,Kun,袀,,"tsòe peng lâng ê saⁿ, tiong-téng ê peng; pêng-siông ê saⁿ.","做 兵 人 ê 衫, 中等 ê 兵; 平常 ê 衫.",Kun1,369,
,Kun,根,,"chhiū-thâu, khí-thâu, kun-tóe, kun-pún, chhiū-kun.","樹頭, 起頭, 根底, 根本, 樹根.",Kun1,369,
,Kun,筠,,tek ê phê tēng-tēng; tek bô sim; tek ê chhiⁿ-phê.,竹 ê 皮 𠕇𠕇; 竹 無 心; 竹 ê 青皮.,Kun1,369,
,Kun,跟,,"kha-āu-tiⁿ, kun-pún; tè-lâng, o̍h, chiàu; chhâ, kun-tè, kun-sûi.","腳後蹬, 根本; tè人, 學, 照; 查, 跟tè, 跟隨.",Kun1,369,
,Kun,軍,,"tsōe-tsōe lâng, peng-teng 12500 lâng tsòe chi̍t-kun; kun-peng.","濟濟 人, 兵丁 12500 人 做 一軍; 軍兵.",Kun1,369,
,Kun,呁,,"chiū-sī thò͘-chhut ê ì-sù, áu-thò͘.","就是 吐出 ê 意思, 嘔吐.",Kun1,369,
,Kun,鈞,,"pîⁿ-pîⁿ, tāng-tāng, tōa koân-pèng; thiⁿ-téng, chheng-ho͘ ê jī; 30 kun-tāng.","平平, 重重, 大 權柄; 天頂 稱呼 ê 字; 30 斤重.",Kun1,369,
,Kun,銞,,"pîⁿ-pîⁿ, tāng-tāng, tōa koân-pèng; thiⁿ-téng, chheng-ho͘ ê jī; 30 kun-tāng.","平平, 重重, 大 權柄; 天頂 稱呼 ê 字; 30 斤重.",Kun1,369,
,Kun,銁,,"pîⁿ-pîⁿ, tāng-tāng, tōa koân-pèng; thiⁿ-téng, chheng-ho͘ ê jī; 30 kun-tāng.","平平, 重重, 大 權柄; 天頂 稱呼 ê 字; 30 斤重.",Kun1,369,
,Kun,筋,,"bah ê khùi-la̍t; khùi-la̍t; jī-sìⁿ, kun-le, huih-kun.","肉 ê 氣力; 氣力; 字姓, 筋絡, 血筋.",Kun1,369,
,Kun,䈥,,"bah ê khùi-la̍t; khùi-la̍t; jī-sìⁿ, kun-le, huih-kun.","肉 ê 氣力; 氣力; 字姓, 筋絡, 血筋.",Kun1,369,
,Kun,皸,,kha-chhiú thiah-li̍h; tàng-chhng.,腳手 拆裂; 凍瘡.,Kun1,369,
,Kun,肋,,"bah ê khùi-la̍t; kun-le, huih-kun, kun-kut; khùi-la̍t.","肉 ê 氣力; 筋絡, 血筋, 筋骨; 氣力.",Kun1,369,
,Kun,褌,,"chhēng tī nn̄g-ki kha ê téng-bīn, pa̍k tī io ê tiong-kan, kûn.","穿 tī 兩支 腳 ê 頂面, 縛 tī 腰 ê 中間, 裙.",Kun1,369,
,Kun,涒,,tsúi lâu khiau-khiau ê khoán-sit.,水 流 曲曲 ê 款式.,Kun1,370,
,kun,關,Koan,"thâu-kun-ta, chiū-sī tōa ê chio̍h-pôaⁿ kūn tī Ē-mn̂g káng.","頭關礁, 就是 大 ê 石磐 近 tī 廈門 港.",kun1,370,
,kun,—,,"khat-kun, chiū-sī kam-goān tsòe khah oh-tit, hùi-khì á-sī khai-hùi ê ì-sù.","𣁳根, 就是 甘願 做 khah oh得, 費氣 á是 開費 ê 意思.",kun1,370,
,kun,—,,"tsóa-kun, chiū-sī tsóa-liâu thang tiám-hé, á-sī kiáu-he; tsóa-kun-he.","紙筋, 就是 紙條 通 點火, á是 攪灰; 紙筋灰.",kun1,370,
,kun,—,,"phah-kun-táu, chiū-sī chhia-pha-lìn-táu ê ì-sù.","phah 跟斗, 就是 車pha-lìn-táu ê 意思.",kun1,370,
,Kún,莙,,chháu ê miâ; hoat tī chhim ê tsúi-kau; thang chhī-kim-hî.,草 ê 名; 發 tī 深 ê 水溝; 通 飼金魚.,Kun2,370,
,Kún,蔉,,"pūn-thô͘ tī chhiū-kha, san-koah chháu-ba̍k.","笨土 tī 樹腳, 山葛 草木.",Kun2,370,
,Kún,㙥,,thô͘ ê khoán-sit.,土 ê 款式.,Kun2,370,
,Kún,輥,,chhia-thâu pîⁿ-pîⁿ ê khoán-sit; chhia tńg-kín ê ì-sù.,車頭 平平 ê 款式; 車 轉緊 ê 意思.,Kun2,370,
,Kún,𨎊,,chhia-thâu pîⁿ-pîⁿ ê khoán-sit; chhia tńg-kín ê ì-sù.,車頭 平平 ê 款式; 車 轉緊 ê 意思.,Kun2,370,
,Kún,𦓼,,chiū-sī chèng-tsoh ê ì-sù.,就是 種作 ê 意思.,Kun2,370,
,Kún,䜇,,kóng-oē bōe-bêng ê ì-sù.,講話 bōe明 ê 意思.,Kun2,370,
,Kún,袞,,"Hông-tè ê saⁿ; kún, siuⁿ-kún, kún-liâu, kún-ām-niá.","皇帝 ê 衫; 袞, 鑲袞, 袞條, 袞頷領.",Kun2,370,
,Kún,衮,,"Hông-tè ê saⁿ; kún, siuⁿ-kún, kún-liâu, kún-ām-niá.","皇帝 ê 衫; 袞, 鑲袞, 袞條, 袞頷領.",Kun2,370,
,Kún,䙛,,"Hông-tè ê saⁿ; kún, siuⁿ-kún, kún-liâu, kún-ām-niá.","皇帝 ê 衫; 袞, 鑲袞, 袞條, 袞頷領.",Kun2,370,
,Kún,鯀,,"tōa-bé hî; lâng-miâ, Ú-ông ê lāu-pē ê miâ.","大尾 魚; 人名, 禹王 ê 老爸 ê 名.",Kun2,370,
,Kún,滾,,"tsúi kín-kín lâu; pùi khí-lâi; hûn-loān; kún-tsúi, loān-loān-kún.","水 緊緊 流; 沸 起來; 雲亂; 滾水, 亂亂滾.",Kun2,370,
,Kún,掍,,"saⁿ-tâng, khek-siuⁿ; hōe-ha̍p; pu̍ih-khí-lâi.","相同, 刻鑲; 會合; 拔起來.",Kun2,370,
,Kún,混,,"tōa tsúi lâu ê khoán-sit; tsúi-tsôaⁿ chhèng-khí ê khoán-sit, kún-tsúi.","大 水 流 ê 款式; 水泉 chhèng起 ê 款式, 滾水.",Kun2,370,
,Kún,㨰,,chiū-sī tńg-se̍h ê ì-sù.,就是 tńg-se̍h ê 意思.,Kun2,370,
,Kún,詪,,kóng-oē; oh-tit kóng ê khoán-sit.,講話; oh得 講 ê 款式.,Kun2,370,
,Kún,緄,,"siù ê tòa, soh-á, gín-á, pē-to ê tòa, chit chiâⁿ-tòa.","繡 ê 帶, 索á, gín-á, 背刀 ê 帶, 織 成帶.",Kun2,370,
,kún,—,,"ām-kún, ām-kún-kut, chi̍h ām-kún soaⁿ.","頷頸, 頷頸骨, 舐 頷頸 山.",kun2,370,
,kún,—,,"kún-chhiò, chho͘-kún, gâu-kún, m̄-thang gâu-kún.","滾笑, 粗滾, gâu滾, m̄-thang gâu滾.",kun2,370,
,kún,—,,"kún=kùn, kún-lún-tsūn, chiū-sī kùn-kiūⁿ ê ì-sù.","滾滾, 滾碖捘, 就是 滾強 ê 意思.",kun2,370,
,Kùn,艮,,"kha kiâⁿ bōe-chìn; soah, kài-hān, kian-tēng, kan-kè, áu-bân.","腳 行 bōe進; soah, 界限, 堅定, 艱計, 拗蠻.",Kun3,370,
,Kùn,茛,,"soaⁿ ê chháu, chhin-chhiūⁿ mô͘-kùn; lâng kóng sī to̍k-chháu.","山 ê 草, 親像 毛茛; 人講 是 毒草.",Kun3,370,
,Kùn,劤,,tsōe-tsōe khùi-la̍t ê ì-sù,濟濟 氣力 ê 意思,Kun3,370,
,Kùn,棍,,pa̍k-chhâ chiâⁿ-khún; chhâ ê miâ; phah-saⁿ ê khì-kū; kong-kùn.,縛柴 成捆; 柴 ê 名; phah 衫 ê 器具; 光棍.,Kun3,370,
,Kùn,謴,,"thit-thô ê lâng, ti̍t-ti̍t kóng; hì-hiauh ê khoán; chhut-siaⁿ.","𨑨迌 ê 人, 直直 講; 戲謔 ê 款; 出聲.",Kun3,370,
,Kùn,𧬪,,"thit-thô ê lâng, ti̍t-ti̍t kóng; hì-hiauh ê khoán; chhut-siaⁿ.","𨑨迌 ê 人, 直直 講; 戲謔 ê 款; 出聲.",Kun3,371,
,Kùn,㨰,,chiū-sī tńg-se̍h ê ì-sù.,就是 tńg-se̍h ê 意思.,Kun3,371,
,Kùn,䵪,,"bōe-kì-tit, phah sit-lo̍h, o͘-sek.","bōe記得, phah 失落, 烏色.",Kun3,371,
,kùn,—,,"kùn-kiūⁿ, kùn-tsáu, kùn-lùn-khì, kùn-lèng-tsáu.","滾強, 滾走, 滾溣去, 滾踜走.",kun3,371,
,Kûn,群,,"iûⁿ chiâⁿ-tīn; chiâⁿ-tūi, tsōe-tsōe, pîⁿ-pîⁿ, hó-hó, pêng-iú, tsū-chi̍p.","羊 成陣; 成隊, 濟濟, 平平, 好好, 朋友, 聚集.",Kun5,371,
,Kûn,羣,,"kiat-tóng, chiâⁿ-kûn, iûⁿ kui-kûn; iûⁿ-kûn, kui-kûn.","結黨, 成群, 羊 kui群; 羊群, kui群.",Kun5,371,
,Kûn,𤉙,,"hé chhèng-chhut, phang-chhàu ê khì; sio ê hé-ian.","火 chhèng出, 芳臭 ê 氣; 燒 ê 火煙.",Kun5,371,
,Kûn,𢂽,,"ē-bīn ê i-chiûⁿ, kûn, sòa-chiap saⁿ-á ku ê kûn; saⁿ-á kûn.","下面 ê 衣裳, 裙, 續接 衫á 裾 ê 裙; 衫á 裙.",Kun5,371,
,Kûn,帬,,"ē-bīn ê i-chiûⁿ, kûn, sòa-chiap saⁿ-á ku ê kûn; saⁿ-á kûn.","下面 ê 衣裳, 裙, 紲接 衫á 裾 ê 裙; 衫á 裙.",Kun5,371,
,Kûn,裙,,"hā-pō͘ ê saⁿ; saⁿ-á-kûn, hâ-kûn, ûi-su-kûn.","下部 ê 衫; 衫á裙, 縖裙, 圍軀裙.",Kun5,371,
,Kûn,麇,,"lo̍k ê tsóng-miâ; chiū-sī tōa chiah-lo̍k, chiúⁿ-á.","鹿 ê 總名; 就是 大 隻鹿, 獐á.",Kun5,371,
,Kûn,麕,,"lo̍k ê tsóng-miâ; chiū-sī tōa chiah-lo̍k, chiúⁿ-á.","鹿 ê 總名; 就是 大 隻鹿, 獐á.",Kun5,371,
,kûn,拳,Koân,"kûn-thâu, o̍h-kûn-thâu, liān-kûn-thâu, kûn-thâu sa-hū.","拳頭, 學拳頭, 練拳頭, 拳頭 師傅.",kun5,371,
,Kūn,郡,,kui-kûn; tsōe-tsōe lâng tsū-chi̍p ê só͘-tsāi; hú-siâⁿ.,kui群; 濟濟 人 聚集 ê 所在; 府城.,Kun7,371,
,Kūn,攟,,"the̍h, siu-ji̍p, la̍p-chhut; siu-si̍p, khioh.","the̍h, 收入, 納出; 收拾, 抾.",Kun7,371,
,Kūn,近,,"bô-hn̄g, chha-put-to; sió-khóa; chhin-chhiūⁿ; pek-oá, hū-ha̍p, hū-kūn.","無遠, 差不多; 小khóa; 親像; 逼oá, 附合, 附近.",Kun7,371,
,Kut,𣢯,,lim-chia̍h ê siaⁿ.,lim食 ê 聲.,Kut4,371,
,Kut,骨,,"tēng kap ku̍t-ku̍t ê ì-sù; kut-thâu, ki-kut.","𠕇 kap 滑滑 ê 意思; 骨頭, 枝骨.",Kut4,371,
,Kut,愲,,"sim-koaⁿ bê-loān, kiáu-jiáu ê ì-sù.","心肝 迷亂, 攪擾 ê 意思.",Kut4,371,
,Kut,𥠳,,"tiū-á ê tiū-kó, tiū-á tsâng.","稻á ê 稻稿, 稻á 欉.",Kut4,371,
,Kut,縎,,"phah-kat, kat-thâu bōe tháu-tit, chhái-ūi ê lūi.","phah 結, 結頭 bōe tháu得, 彩畫 ê 類.",Kut4,371,
,Kut,榾,,"chhiū ê miâ, chhiū tsoân-thé pe̍h chhin-chhiūⁿ kut, tsòe khì-kū put-chí hó.","樹 ê 名, 樹 全體 白 親像 骨, 做 器具 不止 好.",Kut4,371,
,Kut,䱻,,"hî ê miâ, kut-hî ná-tsôa ū sì-ki-kha, chiáu-si̍t, siaⁿ ná oan-iuⁿ.","魚 ê 名, kut魚 若蛇 有 四枝腳, 鳥翼, 聲 若 鴛鴦.",Kut4,371,
,Kut,鶻,,"chiáu ê miâ, pan-sek chhin-chhiūⁿ ka-tsui, hap-eng.","鳥 ê 名, 斑色 親像 鵁鵻, 欱鷹.",Kut4,371,
,Kut,䪼,,bīn ê chhùi-phóe kut ê ì-sù.,面 ê 嘴䫌 骨 ê 意思.,Kut4,371,
,Kut,扢,,"bôa, lòe, chhit-bôa ê ì-sù; chhit chè-tôaⁿ.","磨, 鑢, 拭磨 ê 意思; 拭 祭壇.",Kut4,371,
,kut,猾,Ku̍t,"káu-kut, kè-kut, ké-kut, khiáu-kut, kek-kut, sek-kut.","狡猾, 計猾, 假猾, 巧猾, 激骨, sek-kut.",kut4,371,
,kut,出,Chhut,"kut-la̍t, chiū-sī ài tsòe-kang bô the-sî ê ì-sù.","骨力, 就是 愛 做工 無 推辭 ê 意思.",kut4,371,
,Ku̍t,倔,,"hoâiⁿ-ke̍h ê khoán-sit; kò͘-chip, kiūⁿ-kut.","橫逆 ê 款式; 固執, 強骨.",Kut8,371,
,Ku̍t,滑,,"thong, lāi; kan-tsà, loān, tī-lí; ku̍t-ku̍t, kng-ku̍t, ku̍t-tó.","通, 賴; 奸詐, 亂, 治理; 滑滑, 光滑, 滑倒.",Kut8,371,
,Ku̍t,磆,,"ku̍t-chio̍h, io̍h ê miâ; chio̍h thang tsòe khì-kū.","磆石, 藥 ê 名; 石 thang 做 器具.",Kut8,372,
,Ku̍t,崛,,"soaⁿ-chiam koâiⁿ-kiā; heng-khí, ku̍t-khí.","山尖 懸崎; 興起, 崛起.",Kut8,372,
,Ku̍t,𥏘,,tóe-tóe ê khoán-sit.,短短 ê 款式.,Kut8,372,
,Ku̍t,㭾,,chiū-sī chhò-chhâ ê ì-sù.,就是 剉柴 ê 意思.,Kut8,372,
,Ku̍t,猾,,"loān, kan-tsà, pái-lōng, káu-ku̍t.","亂, 奸詐, 擺弄, 狡猾.",Kut8,372,
,Ku̍t,𧱝,,"ti lû-thô͘, ti-giâ-thô͘, ti chhē-chia̍h ê ì-sù.","豬 攄土, 豬giâ土, 豬 chhē食 ê 意思.",Kut8,372,
,Ku̍t,汨,,"tsúi-miâ, loān-loān; liāu-lí; phû, lâu; saⁿ-chhap, thong-thàu; pho-lōng ê siaⁿ.","水名, 亂亂; 料理; 浮, 流; 參插, 通透; 波浪 ê 聲.",Kut8,372,
,Ku̍t,䱻,,"hî ê miâ, kap tha̍k Kut sio-siāng.","魚 ê 名, kap 讀 Kut 相像.",Kut8,372,
,Ku̍t,鶻,,"chiáu ê miâ, pan-sek, chhin-chhiūⁿ ka-tsui, hap-eng.","鳥 ê 名, 斑色, 親像 鵁鵻, 欱鷹.",Kut8,372,
,Ku̍t,堀,,"hut-jiân, iā kap 掘 jī sio-siāng.","忽然, 也 kap 掘 字 相像.",Kut8,372,
,Ku̍t,掘,,"khui-thô͘, hut-jiân-khí, ku̍t-chiâⁿ-khang.","開土, 忽然起, 掘成空.",Kut8,372,
,Kha,𡤫,,hū-jîn-lâng ê thé-thài.,婦人人 ê 體態.,Kha1,372,
,Kha,㤉,,phak-teh ê khoán-sit; hâng-ho̍k ê khoán.,仆teh ê 款式; 降服 ê 款.,Kha1,372,
,Kha,㧎,,"bô sì-chiàⁿ ê khoán-sit; chhi̍h, ji̍h ê ì-sù, khiú, khîⁿ.","無 四正 ê 款式; chhi̍h, ji̍h ê 意思, khiú, 拑.",Kha1,372,
,Kha,愘,,"tsōe-tsōe bâi-ho̍k ê kè-chhek, bih-teh ê khoán-sit.","濟濟 埋伏 ê 計策, bih-teh ê 款式.",Kha1,372,
,Kha,怯,,"kok ê miâ, lâng-miâ; jī-sìⁿ, sîn ê miâ.","國 ê 名, 人名; 字姓, 神 ê 名.",Kha1,372,
,Kha,呿,,"khui-chhùi ê khoán-sit, khùn chhoán-khì ê siaⁿ.","開嘴 ê 款式, 睏 喘氣 ê 聲.",Kha1,372,
,kha,腳,Kiok,"kha-chhiú; chha̍t-kha-á; kiáu-kha; pîⁿ-kha, lâu-kha.","腳手; 節腳á; 儌腳; 棚腳, 樓腳.",kha1,372,
,khá,巧,Kháu,"kî-khá, khá-koài, koai-khá, khá-kiâⁿ.","奇巧, 巧怪, 乖巧, 巧行.",kha2,372,
,khà,叩,Khò͘,"khà, khà-mn̂g, khà-hun-chhe, khà hun-chhe-thâu.","khà, khà門, khà薰吹, khà 薰吹頭.",kha3,372,
,khà,扣,Khò͘,"khà, khà-mn̂g, khà-hun-chhe, khà hun-chhe-thâu.","khà, khà門, khà薰吹, khà 薰吹頭.",kha3,372,
,Khā,髂,,io-kut; thiah-kut ê ì-sù.,腰骨; 拆骨 ê 意思.,Kha7,372,
,Khā,疴,,gín-á kiaⁿ-tio̍h ê pīⁿ.,gín-á 驚著 ê 病.,Kha7,372,
,Khā,愘,,chiū-sī kap tha̍k Kha sio-siāng.,就是 kap 讀 Kha 相像.,Kha7,372,
,khaⁿ,坩,Kham,"tōa-khaⁿ, pn̄g-khaⁿ, hoe-khaⁿ.","大坩, 飯坩, 花坩.",khann1,372,
,khâⁿ,含,Hâm,"khâⁿ=kâⁿ, khâⁿ-tiâu, khâⁿ-teh, kau-khâⁿ, saⁿ-kau-khâⁿ.","khâⁿ=kâⁿ, khâⁿ-tiâu, khâⁿ-teh, 交含, 相交含.",khann5,372,
,khah,籗,Khok,"khah-á, tek-khah, chiū-sī lia̍h-hî ê khì-kū.","籗á, 竹籗, 就是 掠魚 ê 器具.",khah4,372,
,khah,籱,Khok,"khah-á, tek-khah, chiū-sī lia̍h-hî ê khì-kū.","籗á, 竹籗, 就是 掠魚 ê 器具.",khah4,372,
,khah,筁,Khiok,"khah-á, tek-khah, chiū-sī lia̍h-hî ê khì-kū.","籗á, 竹籗, 就是 掠魚 ê 器具.",khah4,372,
,khah,較,[Kah|Kak],"khah-tn̂g, khah-tsōe, khah-chió, koh-khah, khah-ti̍t.","khah長, khah濟, khah少, koh-khah, khah直.",khah4,373,
,khah,—,,"khah=hah, chhiò khah-khah, chiū-sī tōa-chhiò ê ì-sù.","khah=hah, 笑 khah-khah, 就是 大笑 ê 意思.",khah4,373,
,kha̍h,𤻙,Hok,"hô͘-kha̍h, chiū-sī mi̍h kha̍h-tiâu tī nâ-âu-ni̍h.","喉卡, 就是 物 卡tiâu tī 嚨喉裡.",khah8,373,
,kha̍h,—,,"kha̍h-kha̍h, kha̍h-kha̍h-lâi, kha̍h-kha̍h-kóng.","卡卡, 卡卡來, 卡卡講.",khah8,373,
,kha̍h,—,,"khô͘-kha̍h, sòe-kòe-kha̍h, kha̍h-mi̍h.","糊卡, 四界卡, 卡物.",khah8,373,
,kha̍h,—,,"kha̍h lo̍h-lâi, saⁿ-kha̍h, kha̍h-oá, kha̍h-mn̂g, khan-kha̍h.","卡 落來, 相卡, 卡oá, 卡門, 牽卡.",khah8,373,
,Khai,開,,"mn̂g bô koaiⁿ; thong-thàu, thong-ta̍t, khí-tāng, chhián-bêng, khui-mn̂g.","門 無 關; 通透, 通達, 起動, 闡明, 開門.",Khai1,373,
,Khai,𢔡,,chiū-sī kiâⁿ-pháiⁿ ê ì-sù.,就是 行pháiⁿ ê 意思.,Khai1,373,
,Khai,奒,,chiū-sī khoah-tōa ê ì-sù; khui-khoah ê khoán.,就是 闊大 ê 意思; 開闊 ê 款.,Khai1,373,
,Khai,㚊,,chiū-sī tsōe-tsōe ê ì-sù.,就是 濟濟 ê 意思.,Khai1,373,
,Khai,闓,,"khui-mn̂g, khai-khún, tháu-pàng, kng-bêng.","開門, 開墾, 敁放, 光明.",Khai1,373,
,Khai,揩,,"lām-sám tsu̍t, chhit, bôa; ga̍k-khì ê miâ.","濫糝 tsu̍t, 拭, 磨; 樂器 ê 名.",Khai1,373,
,Khai,閡,,chiū-sī khui-mn̂g ê ì-sù; that-ba̍t.,就是 開門 ê 意思; that密.,Khai1,373,
,khai,抬,Thai,"khai-kú, chiū-sī kau-koan ê ì-sù.","開舉, 就是 交關 ê 意思.",khai1,373,
,khai,擡,Thai,"khai-kú, chiū-sī kau-koan ê ì-sù.","開舉, 就是 交關 ê 意思.",khai1,373,
,Khái,塏,,"koâiⁿ-koâiⁿ ê ta-tōe, ta-sò ê só͘-tsāi.","懸懸 ê 焦地, 乾燥 ê 所在.",Khai2,373,
,Khái,敱,,"phah-kó͘; khui-thiah lí-khì, tī-lí.","phah 鼓; 開拆 理氣, 治理.",Khai2,373,
,Khái,凱,,"thâi-iâⁿ hoaⁿ-hí, khoài-lo̍k, hô-hó, hó; tông 愷.","刣贏 歡喜, 快樂, 和好, 好; 同 愷.",Khai2,373,
,Khái,愷,,"hoaⁿ-hí, khoài-lo̍k, hó, pêng-an; khah-iâⁿ; tông 凱.","歡喜, 快樂, 好, 平安; khah嬴; 同 凱.",Khai2,373,
,Khái,鎧,,"kian-tēng ê ì-sù, khoe-kah; hê-siūⁿ ê ka-se.","堅定 ê 意思, 盔甲; 和尚 ê 袈裟.",Khai2,373,
,Khái,𩘥,,"lâm-hong, thâi-iâⁿ tùi-te̍k ê ì-sù.","南風, 刣嬴 對敵 ê 意思.",Khai2,373,
,Khái,楷,,"chhiū ê miâ; ti̍t, sì-chiàⁿ, bô͘-iūⁿ, hoat-tō͘; toan-khái, khái-jī.","樹 ê 名; 直, 四正, 模樣, 法度; 端楷, 楷字.",Khai2,373,
,Khái,覬,,"ǹg-bāng, thau-khòaⁿ, ài tit-tio̍h, him-bō͘, him-soān.","ǹg望, 偷看, 愛 得tio̍h, 欣慕, 欣羨.",Khai2,373,
,Khái,皚,,"sng-seh ê pe̍h, chek-tsū sng-seh; pe̍h-pe̍h ê ì-sù.","霜雪 ê 白, 積聚 霜雪; 白白 ê 意思.",Khai2,373,
,Khái,豈,,"tek-sèng hoaⁿ-hí, khoài-lo̍k, hô-ha̍p, khah-iâⁿ, pêng-an.","得勝 歡喜, 快樂, 和合, khah嬴, 平安.",Khai2,373,
,Khái,顗,,"sok-chēng, chheng-chēng; khoài-lo̍k, kín-sīn ê khoán-sit.","肅靜, 清靜; 快樂, 謹慎 ê 款式.",Khai2,373,
,Khái,閡,,chiū-sī kap tha̍k Khai sio-siāng.,就是 kap 讀 Khai 相像.,Khai2,373,
,Khái,闓,,"chiū-sī khui-mn̂g; khai-khún ê ì-sù, kap tha̍k Khai tâng.","就是 開門; 開墾 ê 意思, kap 讀 Khai 同.",Khai2,373,
,Khái,㡁,,sòe-niá saⁿ; phàu-kòa ê ì-sù.,細領 衫; 袍掛 ê 意思.,Khai2,373,
,Khái,肯,,lâng ê kut-bah saⁿ-liân ê ì-sù.,人 ê 骨肉 相連 ê 意思.,Khai2,373,
,Khái,剴,,"liâm-le̍k-to, bôa-lāi, chhiat-tn̄g, kám-tōng, khûn-kín.","鐮le̍k刀, 磨利, 切斷, 感動, 勤謹.",Khai2,374,
